ISO3,COUNTRY,JMP_REGNM,ALB_NE,ALB_SE,JMP_ALBSNE,SM_NE,SM_SE
MDG,Madagascar,anosy,54,15.35042922,15.35042922,27,7.675214612
MDG,Madagascar,menabe,54,56.72185645,56.72185645,27,28.36092822
MDG,Madagascar,atsimo atsinanana,54,26.30116356,26.30116356,27,13.15058178
MDG,Madagascar,alaotra mangoro,54,51.19659593,51.19659593,27,25.59829797
MDG,Madagascar,atsimo andrefana,54,28.53851694,28.53851694,27,14.26925847
GIN,Guinea,boké,62,63.0147,63.0147,39,39.63827903
GIN,Guinea,conakry,62,91.6,91.6,39,57.61935484
GIN,Guinea,faranah,62,50.7012,50.7012,39,31.89269032
GIN,Guinea,kankan,62,64.261,64.261,39,40.42224194
GIN,Guinea,labé,62,62.328,62.328,39,39.20632258
GIN,Guinea,mamou,62,53.119,53.119,39,33.41356452
GIN,Guinea,n'zérékoré,62,40.4954,40.4954,39,25.4729129
THA,Thailand,north,100,99.6,99.6,0,0
THA,Thailand,northeast,100,98.7,98.7,0,0
THA,Thailand,central,100,99.3,99.3,0,0
THA,Thailand,south,100,97.5,97.5,0,0
CIV,Cote d'Ivoire,centre,73,78.4952,78.4952,45,48.38745205
CIV,Cote d'Ivoire,centre-est,73,75.5729,75.5729,45,46.58603425
CIV,Cote d'Ivoire,centre-nord,73,82.877,82.877,45,51.08856164
CIV,Cote d'Ivoire,centre-ouest,73,50.0711,50.0711,45,30.86574658
CIV,Cote d'Ivoire,nord,73,73.3965,73.3965,45,45.24441781
CIV,Cote d'Ivoire,nord-est,73,62.5282,62.5282,45,38.54478082
CIV,Cote d'Ivoire,nord-ouest,73,71.2908,71.2908,45,43.94638356
CIV,Cote d'Ivoire,ouest,73,68.4124,68.4124,45,42.1720274
CIV,Cote d'Ivoire,sud sans ville d'abidjan,73,71.0774,71.0774,45,43.81483562
CIV,Cote d'Ivoire,sud-ouest,73,57.6103,57.6103,45,35.51319863
THA,Thailand,bangkok,100,100,100,0,0
GHA,Ghana,ashanti,81,81.2,81.2,36,36.08888889
GHA,Ghana,brong ahafo,81,76.1,76.1,36,33.82222222
GHA,Ghana,central,81,75.3,75.3,36,33.46666667
GHA,Ghana,eastern,81,61.5,61.5,36,27.33333333
GHA,Ghana,greater accra,81,83.8,83.8,36,37.24444444
GHA,Ghana,northern,81,61.4,61.4,36,27.28888889
GHA,Ghana,upper east,81,69.2,69.2,36,30.75555556
GHA,Ghana,upper west,81,71.4,71.4,36,31.73333333
GHA,Ghana,volta,81,60.8,60.8,36,27.02222222
GHA,Ghana,western,81,67.1,67.1,36,29.82222222
BDI,Burundi,bubanza,61,52.34373648,52.34373648,10,8.580940407
BDI,Burundi,bujumbura mairie,61,93.35443553,93.35443553,10,15.30400582
BDI,Burundi,bujumbura rural,61,77.53110031,77.53110031,10,12.71001644
BDI,Burundi,bururi,61,63.50070867,63.50070867,10,10.40995224
BDI,Burundi,cankuzo,61,48.81127868,48.81127868,10,8.001848963
BDI,Burundi,cibitoke,61,65.81747156,65.81747156,10,10.78974944
BDI,Burundi,gitega,61,63.87426551,63.87426551,10,10.47119107
BDI,Burundi,karusi,61,70.23549581,70.23549581,10,11.51401571
BDI,Burundi,kayanza,61,76.44758375,76.44758375,10,12.53239078
BDI,Burundi,kirundo,61,49.75607377,49.75607377,10,8.156733406
BDI,Burundi,makamba,61,63.86363614,63.86363614,10,10.46944855
BDI,Burundi,muramvya,61,81.94015243,81.94015243,10,13.43281187
BDI,Burundi,muyinga,61,36.90791013,36.90791013,10,6.050477071
BDI,Burundi,mwaro,61,74.54831125,74.54831125,10,12.22103463
BDI,Burundi,ngozi,61,55.8557538,55.8557538,10,9.15668095
BDI,Burundi,rutana,61,43.09427874,43.09427874,10,7.064635859
BDI,Burundi,ruyigi,61,64.93963696,64.93963696,10,10.64584213
BDI,Burundi,rumonge,61,59.46129159,59.46129159,10,9.74775272
SEN,Senegal,dakar,81,99.58930053,99.58930053,43,52.86839411
SEN,Senegal,diourbel,81,91.78532033,91.78532033,43,48.72554042
SEN,Senegal,fatick,81,64.47182918,64.47182918,43,34.22578586
SEN,Senegal,kaffrine,81,87.31950444,87.31950444,43,46.35479865
SEN,Senegal,kaolack,81,88.33498264,88.33498264,43,46.89387967
SEN,Senegal,kolda,81,22.216484,22.216484,43,11.79393595
SEN,Senegal,louga,81,88.40683641,88.40683641,43,46.93202427
SEN,Senegal,matam,81,82.58788552,82.58788552,43,43.84295157
SEN,Senegal,saint-louis,81,81.45712616,81.45712616,43,43.24267191
SEN,Senegal,tambacounda,81,52.36243858,52.36243858,43,27.79734394
SEN,Senegal,thiés,81,91.99902537,91.99902537,43,48.83898877
SEN,Senegal,ziguinchor,81,33.83222033,33.83222033,43,17.9603145
SEN,Senegal,kedougou,81,77.02641012,77.02641012,43,40.8905634
SEN,Senegal,sedhiou,81,21.02002531,21.02002531,43,11.15877887
IDN,Indonesia,11 aceh,89,83.6097259,83.6097259,54,50.72949661
IDN,Indonesia,51 bali,89,97.61361085,97.61361085,54,59.2262358
IDN,Indonesia,19 bangka belitung,89,91.47841262,91.47841262,54,55.50375597
IDN,Indonesia,36 banten,89,91.85785855,91.85785855,54,55.73398159
IDN,Indonesia,17 bengkulu,89,69.64374439,69.64374439,54,42.25575502
IDN,Indonesia,75 gorontalo,89,91.90974151,91.90974151,54,55.76546114
IDN,Indonesia,15 jambi,89,84.28600367,84.28600367,54,51.13982245
IDN,Indonesia,18 lampung,89,77.85577227,77.85577227,54,47.23833374
IDN,Indonesia,81 maluku,89,90.9636851,90.9636851,54,55.19144939
IDN,Indonesia,94 papua,89,87.77220136,87.77220136,54,53.25504352
IDN,Indonesia,14 riau,89,95.89101732,95.89101732,54,58.18106669
IDN,Indonesia,34 yogyakarta,89,96.74296609,96.74296609,54,58.69797943
IDN,Indonesia,12 north sumatera,89,85.39865864,85.39865864,54,51.81491648
IDN,Indonesia,13 west sumatera,89,82.68619952,82.68619952,54,50.16915477
IDN,Indonesia,16 south sumatera,89,82.26769235,82.26769235,54,49.91522907
IDN,Indonesia,21 riau islands,89,91.57198373,91.57198373,54,55.56052946
IDN,Indonesia,31 jakarta,89,100,100,54,60.6741573
IDN,Indonesia,32 west java,89,91.72433095,91.72433095,54,55.65296485
IDN,Indonesia,33 central java,89,96.82176235,96.82176235,54,58.74578839
IDN,Indonesia,35 east java,89,95.67212597,95.67212597,54,58.0482562
IDN,Indonesia,52 west nusa tenggara,89,94.58969471,94.58969471,54,57.39150016
IDN,Indonesia,53 east nusa tenggara,89,71.67073044,71.67073044,54,43.48561173
IDN,Indonesia,61 west kalimantan,89,79.87406213,79.87406213,54,48.4629141
IDN,Indonesia,62 central kalimantan,89,72.47562125,72.47562125,54,43.97397245
IDN,Indonesia,63 south kalimantan,89,80.22159088,80.22159088,54,48.67377424
IDN,Indonesia,64 east kalimantan,89,92.66641379,92.66641379,54,56.22456567
IDN,Indonesia,71 north sulawesi,89,96.54988473,96.54988473,54,58.58082893
IDN,Indonesia,72 central sulawesi,89,85.56420413,85.56420413,54,51.91535981
IDN,Indonesia,73 south sulawesi,89,87.3703261,87.3703261,54,53.01120909
IDN,Indonesia,74 southeast sulawesi,89,95.03180371,95.03180371,54,57.65974607
IDN,Indonesia,76 west sulawesi,89,70.94959199,70.94959199,54,43.04806705
IDN,Indonesia,82 north maluku,89,77.59465255,77.59465255,54,47.07990155
IDN,Indonesia,91 west papua,89,78.69448111,78.69448111,54,47.74721326
PHL,Philippines,autonomous region in muslim mindanao,94,71.78850708,71.78850708,47,35.89425354
PHL,Philippines,cagayan valley,94,92.38748811,92.38748811,47,46.19374406
PHL,Philippines,central luzon,94,99.59821647,99.59821647,47,49.79910823
PHL,Philippines,bicol,94,90.25245775,90.25245775,47,45.12622888
PHL,Philippines,western visayas,94,93.9137807,93.9137807,47,46.95689035
PHL,Philippines,central visayas,94,95.94090909,95.94090909,47,47.97045455
PHL,Philippines,eastern visayas,94,94.09109683,94.09109683,47,47.04554842
PHL,Philippines,zamboanga peninsula,94,90.35999496,90.35999496,47,45.17999748
PHL,Philippines,northern mindanao,94,94.62375023,94.62375023,47,47.31187511
PHL,Philippines,davao,94,94.5887092,94.5887092,47,47.2943546
PHL,Philippines,soccsksargen,94,89.84288172,89.84288172,47,44.92144086
PHL,Philippines,caraga,94,95.45385207,95.45385207,47,47.72692603
PHL,Philippines,national capital,94,100,100,47,50
PHL,Philippines,calabarzon,94,98.13550906,98.13550906,47,49.06775453
PHL,Philippines,mimaropa,94,93.56291226,93.56291226,47,46.78145613
TGO,Togo,agglomération de lomé,65,94.4484016,94.4484016,19,27.60799431
TGO,Togo,maritime,65,63.17775901,63.17775901,19,18.46734494
TGO,Togo,plateaux,65,48.96933887,48.96933887,19,14.31411444
TGO,Togo,centrale,65,68.48489537,68.48489537,19,20.01866172
TGO,Togo,kara,65,65.27297228,65.27297228,19,19.0797919
TGO,Togo,savanes,65,47.10610175,47.10610175,19,13.7694759
MWI,Malawi,north,69,68.97863239,68.97863239,15,14.99535487
MWI,Malawi,central,69,77.21081224,77.21081224,15,16.78495918
MWI,Malawi,south,69,81.85777969,81.85777969,15,17.7951695
RWA,Rwanda,kigali city,58,81.23278106,81.23278106,11,15.4062171
RWA,Rwanda,south,58,52.62111175,52.62111175,11,9.979866021
RWA,Rwanda,west,58,67.890987,67.890987,11,12.87587684
RWA,Rwanda,north,58,58.00696056,58.00696056,11,11.00132011
RWA,Rwanda,east,58,51.81830898,51.81830898,11,9.827610324
TZA,Tanzania,arusha,57,73.92894943,73.92894943,29,37.61297427
TZA,Tanzania,dar es salaam,57,93.01501928,93.01501928,29,47.32343086
TZA,Tanzania,dodoma,57,46.00346885,46.00346885,29,23.40527363
TZA,Tanzania,geita,57,25.43819411,25.43819411,29,12.94223911
TZA,Tanzania,iringa,57,66.52239672,66.52239672,29,33.84472816
TZA,Tanzania,kagera,57,29.96989264,29.96989264,29,15.24784011
TZA,Tanzania,katavi,57,33.35903775,33.35903775,29,16.97214201
TZA,Tanzania,kigoma,57,58.17625834,58.17625834,29,29.59844723
TZA,Tanzania,kilimanjaro,57,90.87797515,90.87797515,29,46.23616279
TZA,Tanzania,lindi,57,38.08020966,38.08020966,29,19.37414176
TZA,Tanzania,manyara,57,45.53573876,45.53573876,29,23.16730569
TZA,Tanzania,mara,57,35.9725177,35.9725177,29,18.30180725
TZA,Tanzania,mbeya,57,48.38685512,48.38685512,29,24.61787366
TZA,Tanzania,morogoro,57,65.25871817,65.25871817,29,33.20180398
TZA,Tanzania,mtwara,57,51.16722288,51.16722288,29,26.03244673
TZA,Tanzania,mwanza,57,45.9053749,45.9053749,29,23.35536618
TZA,Tanzania,njombe,57,70.86596628,70.86596628,29,36.05461442
TZA,Tanzania,kaskazini pemba,57,94.00437552,94.00437552,29,47.82678754
TZA,Tanzania,kusini pemba,57,98.55886333,98.55886333,29,50.1439831
TZA,Tanzania,songwe,57,29.75331756,29.75331756,29,15.13765279
TZA,Tanzania,rukwa,57,61.40782863,61.40782863,29,31.24257948
TZA,Tanzania,ruvuma,57,65.54792251,65.54792251,29,33.34894303
TZA,Tanzania,shinyanga,57,39.7724146,39.7724146,29,20.23508813
TZA,Tanzania,simiyu,57,39.30978944,39.30978944,29,19.99971743
TZA,Tanzania,singida,57,41.42670515,41.42670515,29,21.07674473
TZA,Tanzania,tabora,57,21.8875465,21.8875465,29,11.13576927
TZA,Tanzania,tanga,57,43.8628394,43.8628394,29,22.31618145
TZA,Tanzania,kaskazini unguja,57,96.00339845,96.00339845,29,48.8438343
TZA,Tanzania,kusini unguja,57,99.37288266,99.37288266,29,50.55813329
TZA,Tanzania,mjini magharibi,57,100,100,29,50.87719298
LAO,Laos,attapeu,82,81.00847846,81.00847846,16,15.80653238
LAO,Laos,bokeo,82,63.16687283,63.16687283,16,12.32524348
LAO,Laos,huaphanh,82,83.91189149,83.91189149,16,16.373052
LAO,Laos,khammua,82,73.4670896,73.4670896,16,14.33504187
LAO,Laos,luangnamtha,82,95.50188796,95.50188796,16,18.63451472
LAO,Laos,oudomxay,82,86.4850069,86.4850069,16,16.8751233
LAO,Laos,phongsaly,82,82.71934112,82.71934112,16,16.14035924
LAO,Laos,saravane,82,70.91035283,70.91035283,16,13.83616641
LAO,Laos,vientiane,82,93.07057835,93.07057835,16,18.16011285
LAO,Laos,xayabury,82,91.11578256,91.11578256,16,17.77868928
LAO,Laos,xaysomboune,82,74.99011119,74.99011119,16,14.63221682
LAO,Laos,sekong,82,78.53929955,78.53929955,16,15.32474138
LAO,Laos,xiengkhuang,82,93.55660133,93.55660133,16,18.2549466
LAO,Lao,luangprabang,82,67.64819169,67.64819169,16,13.19964716
LAO,Lao,borikhamxay,82,91.77215809,91.77215809,16,17.90676255
LAO,Lao,savannakhet,82,71.57506843,71.57506843,16,13.96586701
LAO,Lao,champasack,82,90.81202554,90.81202554,16,17.71941962
NGA,Nigeria,north east,71,54.69567057,54.69567057,23,17.71831582
NGA,Nigeria,north central,71,59.35779311,59.35779311,23,19.22858087
NGA,Nigeria,south east,71,78.45854578,78.45854578,23,25.41614863
NGA,Nigeria,north west,71,58.9266033,58.9266033,23,19.08889966
NGA,Nigeria,south south,71,72.83301513,72.83301513,23,23.59379363
SLE,Sierra Leone,east,61,67.98963177,67.98963177,10,11.14584127
SLE,Sierra Leone,north,61,48.45981587,48.45981587,10,7.944232109
SLE,Sierra Leone,south,61,53.68515435,53.68515435,10,8.800844975
SLE,Sierra Leone,west,61,76.69783829,76.69783829,10,12.57341611
SOM,Somalia,1 awdal,52,56.24374069,56.24374069,34,36.77475353
SOM,Somalia,2 bakool,52,85.61646979,85.61646979,34,55.97999948
SOM,Somalia,5 bay,52,80.08388852,80.08388852,34,52.36254249
SOM,Somalia,7 gedo,52,70.52827457,70.52827457,34,46.11464106
SOM,Somalia,9 jubbada dhexe,52,0,0,34,0
SOM,Somalia,10 jubbada hoose,52,89.03561902,89.03561902,34,58.21559705
SOM,Somalia,15 shabeellaha hoose,52,96.41442188,96.41442188,34,63.04019892
SOM,Somalia,17 togdheer,52,63.97767811,63.97767811,34,41.83155876
SOM,Somalia,18 woqooyi galbeed,52,71.96664602,71.96664602,34,47.0551147
SOM,Somalia,8 hiran,52,96.25271821,96.25271821,34,62.9344696
ALB,Albania,berat,91,96.3479253,96.3479253,70,74.11378869
ALB,Albania,elbasan,91,98.93104669,98.93104669,70,76.10080514
ALB,Albania,fier,91,96.88087953,96.88087953,70,74.52375348
ALB,Albania,tirane,91,98.14997681,98.14997681,70,75.49998216
ALB,Albania,diber,91,98.21481523,98.21481523,70,75.54985787
ALB,Albania,durres,91,99.43440056,99.43440056,70,76.48800043
ALB,Albania,gjirokaster,91,98.80401922,98.80401922,70,76.00309171
ALB,Albania,korce,91,96.52891263,96.52891263,70,74.25300972
ALB,Albania,kukes,91,99.67136522,99.67136522,70,76.67028094
ALB,Albania,lezhe,91,86.72040872,86.72040872,70,66.70800671
ALB,Albania,shkoder,91,95.70980325,95.70980325,70,73.62292557
ALB,Albania,vlore,91,94.05816478,94.05816478,70,72.35243444
IRQ,Iraq,erbil,97,99.88013513,99.88013513,59,60.75183477
IRQ,Iraq,diala,97,97.19632758,97.19632758,59,59.11941574
IRQ,Iraq,anbar,97,99.59885826,99.59885826,59,60.58074884
IRQ,Iraq,baghdad,97,98.5942282,98.5942282,59,59.96968519
IRQ,Iraq,babil,97,97.2725293,97.2725293,59,59.16576524
IRQ,Iraq,karbalah,97,98.84935648,98.84935648,59,60.12486631
IRQ,Iraq,wasit,97,96.48368663,96.48368663,59,58.68595372
IRQ,Iraq,salahaddin,97,97.86915474,97.86915474,59,59.52866113
IRQ,Iraq,najaf,97,92.40593083,92.40593083,59,56.20566927
IRQ,Iraq,qadisyah,97,99.28714501,99.28714501,59,60.39115006
IRQ,Iraq,muthana,97,99.48127807,99.48127807,59,60.50923099
YEM,Yemen,abyan,63,80.27596043,80.27596043,49,62.43685811
YEM,Yemen,shabwah,63,83.67661047,83.67661047,49,65.08180814
YEM,Yemen,al-mhrah,63,38.43976945,38.43976945,49,29.89759846
YEM,Yemen,hadramout,63,90.05849576,90.05849576,49,70.0454967
TUR,Turkey,north,99,97.38376455,97.38376455,96,94.43274138
BGD,Bangladesh,barisal,97,91.0613262,91.0613262,55,51.63271073
BGD,Bangladesh,dhaka,97,99.41415809,99.41415809,55,56.36885252
BGD,Bangladesh,khulna,97,92.85226447,92.85226447,55,52.6481912
BGD,Bangladesh,rajshahi,97,98.41128583,98.41128583,55,55.80021361
BGD,Bangladesh,rangpur,97,99.97030716,99.97030716,55,56.68419478
IND,India,andhra pradesh,93,93.54169634,93.54169634,63,63.36695559
IND,India,assam,93,83.61464837,83.61464837,63,56.64218115
IND,India,bihar,93,98.25613915,98.25613915,63,66.56061039
IND,India,chandigarh,93,98.71120886,98.71120886,63,66.86888342
IND,India,chhattisgarh,93,89.26159173,89.26159173,63,60.46752988
IND,India,dadra and nagar haveli,93,91.50453894,91.50453894,63,61.98694573
IND,India,daman and diu,93,99.42098473,99.42098473,63,67.34969933
IND,India,goa,93,96.71694932,96.71694932,63,65.51793341
IND,India,gujarat,93,94.70178324,94.70178324,63,64.15282091
IND,India,haryana,93,96.31297395,96.31297395,63,65.24427268
IND,India,himachal pradesh,93,94.2672221,94.2672221,63,63.85844077
IND,India,jammu and kashmir,93,87.93602553,87.93602553,63,59.56956568
IND,India,jharkhand,93,76.43186347,76.43186347,63,51.77642364
IND,India,karnataka,93,93.41927906,93.41927906,63,63.28402775
IND,India,kerala,93,94.61594743,94.61594743,63,64.09467407
IND,India,lakshadweep,93,91.09734848,91.09734848,63,61.71110703
IND,India,madhya pradesh,93,79.59458125,79.59458125,63,53.91890988
IND,India,maharashtra,93,90.52974913,90.52974913,63,61.32660425
IND,India,meghalaya,93,68.29552051,68.29552051,63,46.26470745
IND,India,odisha,93,86.12133059,86.12133059,63,58.34025621
IND,India,puducherry,93,99.5552786,99.5552786,63,67.4406726
IND,India,punjab,93,99.16271417,99.16271417,63,67.17474186
IND,India,rajasthan,93,88.54551283,88.54551283,63,59.98244418
IND,India,sikkim,93,97.75919947,97.75919947,63,66.22397384
IND,India,tamil nadu,93,96.03339509,96.03339509,63,65.05488055
IND,India,telangana,93,95.18750221,95.18750221,63,64.48185633
IND,India,uttar pradesh,93,97.80074288,97.80074288,63,66.25211614
IND,India,uttarakhand,93,92.8556294,92.8556294,63,62.90220056
IND,India,west bengal,93,94.4799678,94.4799678,63,64.00255883
IND,India,delhi,93,97.47494919,97.47494919,63,66.03141719
NPL,Nepal,province 1,89,96.12645083,96.12645083,27,29.16195699
NPL,Nepal,province 2,89,97.28134297,97.28134297,27,29.51231753
NPL,Nepal,province 3,89,95.60994255,95.60994255,27,29.00526347
NPL,Nepal,province 4,89,94.07365032,94.07365032,27,28.53919729
NPL,Nepal,province 5,89,95.20053813,95.20053813,27,28.88106213
NPL,Nepal,province 6,89,83.08568292,83.08568292,27,25.20576898
NPL,Nepal,province 7,89,94.39710547,94.39710547,27,28.63732413
ARM,Armenia,aragatsotn,100,100,100,86,86
ARM,Armenia,ararat,100,100,100,86,86
ARM,Armenia,armavir,100,99.40500247,99.40500247,86,85.48830212
ARM,Armenia,yerevan,100,100,100,86,86
ARM,Armenia,gegharkunik,100,100,100,86,86
ARM,Armenia,kotayk,100,99.65771458,99.65771458,86,85.70563454
ARM,Armenia,lori,100,99.43520446,99.43520446,86,85.51427584
ARM,Armenia,shirak,100,99.09660124,99.09660124,86,85.22307707
ARM,Armenia,syunik,100,100,100,86,86
ARM,Armenia,tavush,100,98.95824963,98.95824963,86,85.10409468
ARM,Armenia,vayots dzor,100,100,100,86,86
TJK,Tajikistan,dushanbe,81,99.07729727,99.07729727,48,58.71247246
TJK,Tajikistan,khatlon,81,68.65813776,68.65813776,48,40.68630386
TJK,Tajikistan,gbao,81,74.2713262,74.2713262,48,44.01263775
TJK,Tajikistan,sughd,81,89.05149694,89.05149694,48,52.77125744
TJK,Tajikistan,drs,81,90.01202169,90.01202169,48,53.3404573
PAK,Pakistan,3 kpk,91,84.58460537,84.58460537,35,32.53254053
PAK,Pakistan,4 balochistan,91,80.81343805,80.81343805,35,31.08209156
PAK,Pakistan,1 punjab,91,97.11814969,97.11814969,35,37.3531345
PAK,Pakistan,2 sindh,91,89.96550584,89.96550584,35,34.60211763
PAK,Pakistan,7 ajk,91,0,0,35,0
PAK,Pakistan,8 fata,91,62.40415598,62.40415598,35,24.00159845
GEO,Georgia,achara,98,99.46545992,99.46545992,84,85.25610851
GEO,Georgia,guria,98,96.69238451,96.69238451,84,82.87918672
GEO,Georgia,"imereti, racha",98,96.01656171,96.01656171,84,82.29991003
GEO,Georgia,kakheti,98,98.56329338,98.56329338,84,84.4828229
GEO,Georgia,qvemo qartli,98,91.91099357,91.91099357,84,78.78085163
GEO,Georgia,mtskheta-mtianeti,98,90.68625901,90.68625901,84,77.73107915
GEO,Georgia,samtskhe-javakheti,98,100,100,84,85.71428571
GEO,Georgia,sida qartli,98,97.64461069,97.64461069,84,83.69538059
GEO,Georgia,tbilisi,98,100,100,84,85.71428571
AFG,Afghanistan,badakhshan,67,77.51965395,77.51965395,38,43.96637089
AFG,Afghanistan,badghis,67,25.11116755,25.11116755,38,14.24215473
AFG,Afghanistan,baghlan,67,40.96905806,40.96905806,38,23.23618218
AFG,Afghanistan,balkh,67,60.41866092,60.41866092,38,34.26730022
AFG,Afghanistan,bamyan,67,32.32132917,32.32132917,38,18.33150013
AFG,Afghanistan,daykundi,67,22.51589082,22.51589082,38,12.77020673
AFG,Afghanistan,farah,67,48.70938809,48.70938809,38,27.62622011
AFG,Afghanistan,faryab,67,44.41662964,44.41662964,38,25.19152129
AFG,Afghanistan,ghazni,67,72.53350598,72.53350598,38,41.13840638
AFG,Afghanistan,ghor,67,27.73345128,27.73345128,38,15.72942013
AFG,Afghanistan,helmand,67,57.06521739,57.06521739,38,32.36534718
AFG,Afghanistan,herat,67,54.40678511,54.40678511,38,30.85757961
AFG,Afghanistan,jawzjan,67,57.16091052,57.16091052,38,32.41962089
AFG,Afghanistan,kabul,67,96.18268338,96.18268338,38,54.55137266
AFG,Afghanistan,kandahar,67,78.69179245,78.69179245,38,44.63116587
AFG,Afghanistan,kapisa,67,38.30311501,38.30311501,38,21.72415478
AFG,Afghanistan,khost,67,70.02375474,70.02375474,38,39.71496538
AFG,Afghanistan,kunarha,67,75.21438294,75.21438294,38,42.65890376
AFG,Afghanistan,kunduz,67,40.95173971,40.95173971,38,23.22635984
AFG,Afghanistan,laghman,67,60.78730807,60.78730807,38,34.47638368
AFG,Afghanistan,logar,67,70.47341156,70.47341156,38,39.96999462
AFG,Afghanistan,nangarhar,67,82.7445308,82.7445308,38,46.92973389
AFG,Afghanistan,nimroz,67,50.57852963,50.57852963,38,28.68633024
AFG,Afghanistan,nooristan,67,23.89359418,23.89359418,38,13.55159073
AFG,Afghanistan,paktika,67,76.34726215,76.34726215,38,43.30143226
AFG,Afghanistan,panjsher,67,59.35001839,59.35001839,38,33.66120446
AFG,Afghanistan,parwan,67,64.73094681,64.73094681,38,36.71307431
AFG,Afghanistan,samangan,67,8.459011403,8.459011403,38,4.797648258
AFG,Afghanistan,sar-e-pul,67,24.31499209,24.31499209,38,13.79059253
AFG,Afghanistan,takhar,67,64.33109454,64.33109454,38,36.48629243
AFG,Afghanistan,urozgan,67,35.95737939,35.95737939,38,20.39373756
AFG,Afghanistan,wardak,67,32.7559453,32.7559453,38,18.57799883
AFG,Afghanistan,zabul,67,47.2168565,47.2168565,38,26.77970966
BLR,Belarus,minsk city,96,99.88627365,99.88627365,95,98.84579163
BLR,Belarus,brest region,96,99.42657703,99.42657703,95,98.39088352
BLR,Belarus,vitebsk region,96,99.34556012,99.34556012,95,98.31071053
BLR,Belarus,gomel region,96,99.68171244,99.68171244,95,98.64336127
BLR,Belarus,grodno region,96,99.58699187,99.58699187,95,98.54962737
BLR,Belarus,minsk region,96,99.39425664,99.39425664,95,98.3588998
BLR,Belarus,mogilev region,96,99.37105429,99.37105429,95,98.33593914
UKR,Ukraine,north,94,98.96856148,98.96856148,92,96.8628474
UKR,Ukraine,center,94,98.73733692,98.73733692,92,96.63654252
UKR,Ukraine,east,94,98.73743405,98.73743405,92,96.63663758
UKR,Ukraine,south,94,99.8098493,99.8098493,92,97.68623549
UKR,Ukraine,west,94,98.17681306,98.17681306,92,96.0879447
MDA,Moldova,north,89,85.9,85.9,73,70.45730337
MDA,Moldova,center,89,77,77,73,63.15730337
MDA,Moldova,south,89,86,86,73,70.53932584
MDA,Moldova,chisinau,89,98.3,98.3,73,80.62808989
BIH,Bosnia and Herzegovina,bd,96,88.48679688,88.48679688,89,82.03463461
SRB,Serbia,belgrade,86,99.23902428,99.23902428,75,86.54566071
SRB,Serbia,vojvodina,86,97.51306949,97.51306949,75,85.04046757
KGZ,Kyrgyz Republic,bishkek city,87,99.9,99.9,68,78.08275862
KGZ,Kyrgyz Republic,batken,87,58.8,58.8,68,45.95862069
KGZ,Kyrgyz Republic,osh city,87,91.3,91.3,68,71.36091954
KGZ,Kyrgyz Republic,djalal-abad,87,80.1,80.1,68,62.60689655
KGZ,Kyrgyz Republic,naryn,87,75.6,75.6,68,59.08965517
KGZ,Kyrgyz Republic,talas,87,96.8,96.8,68,75.65977011
KGZ,Kyrgyz Republic,issyk-kul,87,91.1,91.1,68,71.2045977
KGZ,Kyrgyz Republic,chui,87,96.6,96.6,68,75.50344828
KGZ,Kyrgyz Republic,osh oblast,87,76.5,76.5,68,59.79310345
KAZ,Kazakhstan,almaty oblast,96,98.76130617,98.76130617,90,92.58872453
KAZ,Kazakhstan,akmola,96,94.57650054,94.57650054,90,88.66546925
KAZ,Kazakhstan,aktobe,96,100,100,90,93.75
KAZ,Kazakhstan,atyrau,96,100,100,90,93.75
KAZ,Kazakhstan,east kazakhstan,96,98.5879308,98.5879308,90,92.42618512
KAZ,Kazakhstan,mangistau,96,100,100,90,93.75
KAZ,Kazakhstan,north kazakhstan,96,97.38703636,97.38703636,90,91.30034659
KAZ,Kazakhstan,pavlodar,96,98.48128478,98.48128478,90,92.32620448
KAZ,Kazakhstan,karaganda,96,98.15601951,98.15601951,90,92.02126829
KAZ,Kazakhstan,kostanai,96,96.46899751,96.46899751,90,90.43968517
KAZ,Kazakhstan,kyzylorda,96,99.78258561,99.78258561,90,93.54617401
KAZ,Kazakhstan,south kasakhstan,96,97.83442741,97.83442741,90,91.71977569
KAZ,Kazakhstan,west kazakhstan,96,98.52900784,98.52900784,90,92.37094485
KAZ,Kazakhstan,zhambyl,96,100,100,90,93.75
KAZ,Kazakhstan,almaty city,96,99.66185383,99.66185383,90,93.43298797
TKM,Turkmenistan,ahal velayat,99,100,100,94,94.94949495
TKM,Turkmenistan,ashgabat city,99,100,100,94,94.94949495
TKM,Turkmenistan,balkan velayat,99,100,100,94,94.94949495
TKM,Turkmenistan,dashoguz velayat,99,100,100,94,94.94949495
IRQ,Iraq,duhok,97,99.63064382,99.63064382,59,60.60008232
IRQ,Iraq,sulaimaniya,97,98.72850376,98.72850376,59,60.05135796
IRQ,Iraq,thiqar,97,99.56295821,99.56295821,59,60.55891272
IRQ,Iraq,misan,97,99.16136865,99.16136865,59,60.31464691
IRQ,Iraq,basrah,97,99.85142886,99.85142886,59,60.73437425
SOM,Somalia,4 bari,52,74.00093585,74.00093585,34,48.38522729
SOM,Somalia,6 galgaduug,52,50.34580557,50.34580557,34,32.91841133
SOM,Somalia,11 mudug,52,73.7037072,73.7037072,34,48.19088548
SOM,Somalia,13 sanaag,52,58.9142858,58.9142858,34,38.52087918
SOM,Somalia,14 shabeellaha dhexe,52,35.6753448,35.6753448,34,23.32618699
